Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,summary,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
JWMQ2K3F,journalArticle,2012,"Bedggood, Rowan   E.; Donovan, Jerome   D.",University performance evaluations: what are we really measuring?,Studies in Higher Education,,0307-5079,10.1080/03075079.2010.549221,https://doi.org/10.1080/03075079.2010.549221,"Surveying students to garner feedback on teaching and subject quality is a common occurrence in many universities globally. Despite the criticisms surrounding whether measures associated with these surveys are indeed valid, university managers continue to utilise them in key decision making. These surveys mirror business practices where measuring customer satisfaction via surveys is common. However, some argue that universities are misdirected in measuring satisfaction as a proxy for teaching quality, possibly subverting the potentially conflicting objective of student learning. Even so, both student satisfaction and student learning can be relevant performance measures. Accordingly, we have developed two robust measures of these constructs. We argue that student learning can be measured and used to provide formative feedback for improving teaching effectiveness. Alternatively, student satisfaction can be appropriate for determining whether students are ‘enjoying’ their studies, and likewise offers distinct benefits to university managers measuring performance outcomes.",11/1/2012,7/2/2022 18:17,7/2/2022 18:17,5/1/2022 13:24,825-842,,7,37,,,University performance evaluations,,,,,,,,,,,,Taylor and Francis+NEJM,,Publisher: Routledge _eprint: https://doi.org/10.1080/03075079.2010.549221,,/Users/nicolapoppy/Zotero/storage/M54LGFNI/Bedggood_Donovan_2012_University performance evaluations.pdf; /Users/nicolapoppy/Zotero/storage/KEVYNZI2/03075079.2010.html,,,learning; satisfaction; student surveys; teaching evaluations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4HTJP5VX,journalArticle,2021,"Balakrishnan, Athira; Puthean, Sandra; Satheesh, Gautam; K, Unnikrishnan M.; Rashid, Muhammed; Nair, Sreedharan; Thunga, Girish",Effectiveness of blended learning in pharmacy education: A systematic review and meta-analysis,PLOS ONE,,1932-6203,10.1371/journal.pone.0252461,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0252461,"Background & objective Though blended learning (BL), is widely adopted in higher education, evaluating effectiveness of BL is difficult because the components of BL can be extremely heterogeneous. Purpose of this study was to evaluate the effectiveness of BL in improving knowledge and skill in pharmacy education. Methods PubMed/MEDLINE, Scopus and the Cochrane Library were searched to identify published literature. The retrieved studies from databases were screened for its title and abstracts followed by the full-text in accordance with the pre-defined inclusion and exclusion criteria. Methodological quality was appraised by modified Ottawa scale. Random effect model used for statistical modelling. Key findings A total of 26 studies were included for systematic review. Out of which 20 studies with 4525 participants for meta-analysis which employed traditional teaching in control group. Results showed a statistically significant positive effect size on knowledge (standardized mean difference [SMD]: 1.35, 95% confidence interval [CI]: 0.91 to 1.78, p<0.00001) and skill (SMD: 0.68; 95% CI: 0.19 to 1.16; p = 0.006) using a random effect model. Subgroup analysis of cohort studies showed, studies from developed countries had a larger effect size (SMD: 1.54, 95% CI: 1.01 to 2.06), than studies from developing countries(SMD: 0.44, 95% CI: 0.23 to 0.65, studies with MCQ pattern as outcome assessment had larger effect size (SMD: 2.81, 95% CI: 1.76 to 3.85) than non-MCQs (SMD 0.53, 95% CI 0.33 to 0.74), and BL with case studies (SMD 2.72, 95% CI 1.86–3.59) showed better effect size than non-case-based studies (SMD: 0.22, CI: 0.02 to 0.41). Conclusion BL is associated with better academic performance and achievement than didactic teaching in pharmacy education.",6/17/2021,7/2/2022 18:17,7/2/2022 18:17,6/23/2022 0:16,e0252461,,6,16,,PLOS ONE,Effectiveness of blended learning in pharmacy education,,,,,,,en,,,,,PLoS Journals,,Publisher: Public Library of Science,,/Users/nicolapoppy/Zotero/storage/QLDQPSVL/Balakrishnan et al_2021_Effectiveness of blended learning in pharmacy education.pdf; /Users/nicolapoppy/Zotero/storage/4AQEVQ32/article.html,,,Systematic reviews; Metaanalysis; Education; Database searching; Lectures; Human learning; Cohort studies; Publication ethics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEK68VHZ,journalArticle,1984,"Ashton, Patricia",Teacher Efficacy: A Motivational Paradigm for Effective Teacher Education,Journal of Teacher Education,,0022-4871,10.1177/002248718403500507,https://doi.org/10.1177/002248718403500507,"A powerful paradigm for teacher educa tion can be developed on the basis of the construct of teacher efficacy. Ashton as serts that no other teacher characteris tic has demonstrated such a consistent relationship to student achievement. A teacher education program that has as its aim the development of teacher effi cacy, and which includes the essential components of a motivation change pro gram, should develop teachers who possess the motivation essential for ef fective classroom performance.",9/1/1984,7/2/2022 18:17,7/2/2022 18:17,6/14/2022 0:55,28-32,,5,35,,Journal of Teacher Education,Teacher Efficacy,,,,,,,en,,,,,SAGE Journals,,Publisher: SAGE Publications Inc,,/Users/nicolapoppy/Zotero/storage/KVPFEPVA/Ashton_1984_Teacher Efficacy.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XN9TVXGC,journalArticle,2013,"Allen, Joseph; Gregory, Anne; Mikami, Amori; Lun, Janetta; Hamre, Bridget; Pianta, Robert",Observations of Effective Teacher–Student Interactions in Secondary School Classrooms: Predicting Student Achievement With the Classroom Assessment Scoring System—Secondary,School Psychology Review,,null,10.1080/02796015.2013.12087492,https://doi.org/10.1080/02796015.2013.12087492,".Multilevel modeling techniques were used with a sample of 643 students enrolled in 37 secondary school classrooms to predict future student achievement (controlling for baseline achievement) from observed teacher interactions with students in the classroom, coded using the Classroom Assessment Scoring System—Secondary. After accounting for prior year test performance, qualities of teacher interactions with students predicted student performance on end-of-year standardized achievement tests. Classrooms characterized by a positive emotional climate, with sensitivity to adolescent needs and perspectives, use of diverse and engaging instructional learning formats, and a focus on analysis and problem solving were associated with higher levels of student achievement. Effects of higher quality teacher–student interactions were greatest in classrooms with fewer students. Implications for teacher performance assessment and teacher effects on achievement are discussed.",3/1/2013,7/2/2022 18:17,7/2/2022 18:17,5/20/2022 0:31,76-98,,1,42,,,Observations of Effective Teacher–Student Interactions in Secondary School Classrooms,,,,,,,,,,,,Taylor and Francis+NEJM,,Publisher: Routledge _eprint: https://doi.org/10.1080/02796015.2013.12087492 PMID: 28931966,,/Users/nicolapoppy/Zotero/storage/3NYLMGJQ/Allen et al_2013_Observations of Effective Teacher–Student Interactions in Secondary School.pdf; /Users/nicolapoppy/Zotero/storage/YBLUHMAK/02796015.2013.html,,,,"VanDerHeyden, Amanda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTK4NG5C,journalArticle,2013,"Andrew Jay, Erie; Starkman, Sidney J.; Pawlina, Wojciech; Lachman, Nirusha",Developing medical students as teachers: An anatomy-based student-as-teacher program with emphasis on core teaching competencies,Anatomical Sciences Education,,1935-9780,10.1002/ase.1364,https://onlinelibrary.wiley.com/doi/abs/10.1002/ase.1364,"Teaching is an increasingly recognized responsibility of the resident physician. Residents, however, often assume teaching responsibilities without adequate preparation. Consequently, many medical schools have implemented student-as-teacher (SAT) programs that provide near-peer teaching opportunities to senior medical students. Near-peer teaching is widely regarded as an effective teaching modality; however, whether near-peer teaching experiences in medical school prepare students for the teaching demands of residency is less understood. We explored whether the anatomy-based SAT program through the Human Structure didactic block at Mayo Medical School addressed the core teaching competencies of a medical educator and prepared its participants for further teaching roles in their medical careers. A web-based survey was sent to all teaching assistants in the anatomy-based SAT program over the past five years (2007–2011). Survey questions were constructed based on previously published competencies in seven teaching domains – course development, course organization, teaching execution, student coaching, student assessment, teacher evaluation, and scholarship. Results of the survey indicate that participants in the anatomy-based SAT program achieved core competencies of a medical educator and felt prepared for the teaching demands of residency. Anat Sci Educ 6: 385–392. © 2013 American Association of Anatomists.",2013,7/2/2022 18:17,7/2/2022 18:17,5/19/2022 15:52,385-392,,6,6,,,Developing medical students as teachers,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/ase.1364,,/Users/nicolapoppy/Zotero/storage/FXKSEMFE/Andrew Jay et al. - 2013 - Developing medical students as teachers An anatom.pdf; /Users/nicolapoppy/Zotero/storage/IWA783Z3/ase.html,,,medical education; gross anatomy education; near-peer teaching; peer-learning; peer-teaching; residency preparation; students-as-teachers; teaching assistants; teaching competencies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M3XF6PLH,journalArticle,2015,"Allgood, Sam; Walstad, William B.; Siegfried, John J.",Research on Teaching Economics to Undergraduates,Journal of Economic Literature,,0022-0515,10.1257/jel.53.2.285,https://www.aeaweb.org/articles/pdf/doi/10.1257/jel.53.2.285,"Research on Teaching Economics to Undergraduates by Sam Allgood, William B. Walstad and John J. Siegfried. Published in volume 53, issue 2, pages 285-325 of Journal of Economic Literature, June 2015, Abstract: This survey summarizes the main research findings about teaching economics to undergraduat...",2015-06,7/2/2022 18:17,7/2/2022 18:17,5/19/2022 23:26,285-325,,2,53,,,,,,,,,,en,,,,,www.aeaweb.org,,,,/Users/nicolapoppy/Zotero/storage/65HQ2GZ6/Allgood et al_2015_Research on Teaching Economics to Undergraduates.pdf; /Users/nicolapoppy/Zotero/storage/V3V6ZTSH/jel.53.2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE9Y6DFD,journalArticle,2013,"Abd-El-Khalick, Fouad","Teaching With and About Nature of Science, and Science Teacher Knowledge Domains",Science & Education,,1573-1901,10.1007/s11191-012-9520-2,https://doi.org/10.1007/s11191-012-9520-2,"The ubiquitous goals of helping precollege students develop informed conceptions of nature of science (NOS) and experience inquiry learning environments that progressively approximate authentic scientific practice have been long-standing and central aims of science education reforms around the globe. However, the realization of these goals continues to elude the science education community partly because of a persistent, albeit not empirically supported, coupling of the two goals in the form of ‘teaching about NOS with inquiry’. In this context, the present paper aims, first, to introduce the notions of, and articulate the distinction between, teaching with and about NOS, which will allow for the meaningful coupling of the two desired goals. Second, the paper aims to explicate science teachers’ knowledge domains requisite for effective teaching with and about NOS. The paper argues that research and development efforts dedicated to helping science teachers develop deep, robust, and integrated NOS understandings would have the dual benefits of not only enabling teachers to convey to students images of science and scientific practice that are commensurate with historical, philosophical, sociological, and psychological scholarship (teaching about NOS), but also to structure robust inquiry learning environments that approximate authentic scientific practice, and implement effective pedagogical approaches that share a lot of the characteristics of best science teaching practices (teaching with NOS).",9/1/2013,7/2/2022 18:17,7/2/2022 18:17,5/20/2022 0:32,2087-2107,,9,22,,Sci & Educ,,,,,,,,en,,,,,Springer Link,,,,"/Users/nicolapoppy/Zotero/storage/CZAKE4QA/Abd-El-Khalick_2013_Teaching With and About Nature of Science, and Science Teacher Knowledge Domains.pdf",,,Knowledge Domain; Pedagogical Content Knowledge; Science Content; Science Content Knowledge; Science Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMKAUC8F,journalArticle,2011,"Srinivasan, Malathi; Li, Su-Ting T.; Meyers, Fredrick J.; Pratt, Daniel D.; Collins, John B.; Braddock, Clarence; Skeff, Kelley M.; West, Daniel C.; Henderson, Mark; Hales, Robert E.; Hilty, Donald M.",“Teaching as a Competency”: Competencies for Medical Educators,Academic Medicine,,1040-2446,10.1097/ACM.0b013e31822c5b9a,https://journals.lww.com/academicmedicine/fulltext/2011/10000/_teaching_as_a_competency___competencies_for.17.aspx?casa_token=dEk8rcu6HZMAAAAA:aVXDzsagnYuk-aAPpM3k6oyjQDhjmp1barjbEVTj7K9VK5_YwNgmTZ0EPY2S4YzdRYLtIxOYGxUEn7uUN_16x3Tv,"Most medical faculty receive little or no training about how to be effective teachers, even when they assume major educational leadership roles. To identify the competencies required of an effective teacher in medical education, the authors developed a comprehensive conceptual model.         After conducting a literature search, the authors met at a two-day conference (2006) with 16 medical and nonmedical educators from 10 different U.S. and Canadian organizations and developed an initial draft of the “Teaching as a Competency” conceptual model. Conference participants used the physician competencies (from the Accreditation Council for Graduate Medical Education [ACGME]) and the roles (from the Royal College's Canadian Medical Education Directives for Specialists [CanMEDS]) to define critical skills for medical educators. The authors then refined this initial framework through national/regional conference presentations (2007, 2008), an additional literature review, and expert input. Four core values grounded this framework: learner engagement, learner-centeredness, adaptability, and self-reflection.         The authors identified six core competencies, based on the ACGME competencies framework: medical (or content) knowledge; learner- centeredness; interpersonal and communication skills; professionalism and role modeling; practice-based reflection; and systems-based practice. They also included four specialized competencies for educators with additional programmatic roles: program design/implementation, evaluation/scholarship, leadership, and mentorship. The authors then cross-referenced the competencies with educator roles, drawing from CanMEDS, to recognize role-specific skills.         The authors have explored their framework's strengths, limitations, and applications, which include targeted faculty development, evaluation, and resource allocation. The Teaching as a Competency framework promotes a culture of effective teaching and learning.",2011-10,7/2/2022 18:19,7/2/2022 18:19,6/14/2022 1:02,1211–1220,,10,86,,,“Teaching as a Competency”,,,,,,,en-US,,,,,journals.lww.com,,,,/Users/nicolapoppy/Zotero/storage/S4R42G4C/_teaching_as_a_competency___competencies_for.17.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSVSV7WF,journalArticle,2016,"Sobaih, Abu Elnasr E.; Moustafa, Mohamed A.; Ghandforoush, Parvis; Khan, Mahmood",To use or not to use? Social media in higher education in developing countries,Computers in Human Behavior,,0747-5632,10.1016/j.chb.2016.01.002,https://www.sciencedirect.com/science/article/pii/S0747563216300024,"This research is a response to the universal use of social media by students for academic-related purposes. It bridges a gap in knowledge in relation to the value and use of social media as effective teaching and learning tool in higher education in developing countries. A pre-tested questionnaire survey was self-administered to faculty members in the eight public Egyptian higher institutions offering tourism and hotel management programs. The results showed that social media have a great value for academic-related purposes, particularly as teaching and learning tool; however, the actual use by faculty was at a minimal level. In-depth interviews were conducted to identify the perils, barriers and concerns for the minimal use. Several barriers were identified with some specific to developing countries' context. Nonetheless, there was consensus by faculty that if these barriers were overcome, social media could be developed as an innovative and effective tool for teaching and learning. Implications for researchers and policy makers are discussed.",5/1/2016,7/2/2022 18:19,7/2/2022 18:19,5/19/2022 16:08,296-305,,,58,,Computers in Human Behavior,To use or not to use?,,,,,,,en,,,,,ScienceDirect,,,,/Users/nicolapoppy/Zotero/storage/86XTRQVL/S0747563216300024.html; /Users/nicolapoppy/Zotero/storage/GG467FV6/Sobaih et al_2016_To use or not to use.pdf,,,Social media; Higher education; Informal scholarly communication; Mobile learning; Social learning; Social networking sites (SNSs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5P4XG39U,journalArticle,2010,"Staiger, Douglas O; Rockoff, Jonah E",Searching for Effective Teachers with Imperfect Information,Journal of Economic Perspectives,,0895-3309,10.1257/jep.24.3.97,https://pubs.aeaweb.org/doi/10.1257/jep.24.3.97,"Over the past four decades, empirical researchers—many of them economists—have accumulated an impressive amount of evidence on teachers. In this paper, we ask what the existing evidence implies for how school leaders might recruit, evaluate, and retain teachers. We begin by summarizing the evidence on five key points, referring to existing work and to evidence we have accumulated from our research with the nation's two largest school districts: Los Angeles and New York City. First, teachers display considerable heterogeneity in their effects on student achievement gains. Second, estimates of teacher effectiveness based on student achievement data are noisy measures. Third, teachers' effectiveness rises rapidly in the first year or two of their teaching careers but then quickly levels out. Fourth, the primary cost of teacher turnover is not the direct cost of hiring and firing, but rather is the loss to students who will be taught by a novice teacher rather than one with several years of experience. Fifth, it is difficult to identify at the time of hire those teachers who will prove more effective. As a result, better teachers can only be identified after some evidence on their actual job performance has accumulated. We then explore what these facts imply for how principals and school districts should act, using a simple model in which schools must search for teachers using noisy signals of teacher effectiveness. The implications of our analysis are strikingly different from current practice. Rather than screening at the time of hire, the evidence on heterogeneity of teacher performance suggests a better strategy would be identifying large differences between teachers by observing the first few years of teaching performance and retaining only the highest-performing teachers.",8/1/2010,7/2/2022 18:19,7/2/2022 18:19,6/14/2022 2:05,97-118,,3,24,,Journal of Economic Perspectives,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/nicolapoppy/Zotero/storage/XZU3IZG3/Staiger_Rockoff_2010_Searching for Effective Teachers with Imperfect Information.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIEA4MTR,journalArticle,2016,"Schultze-Krumbholz, Anja; Schultze, Martin; Zagorscak, Pavle; Wölfer, Ralf; Scheithauer, Herbert",Feeling cybervictims’ pain—The effect of empathy training on cyberbullying,Aggressive Behavior,,1098-2337,10.1002/ab.21613,https://onlinelibrary.wiley.com/doi/abs/10.1002/ab.21613,"As the world's population increasingly relies on the use of modern technology, cyberbullying becomes an omnipresent risk for children and adolescents and demands counteraction to prevent negative (online) experiences. The classroom-based German preventive intervention “Medienhelden” (engl.: “Media Heroes”) builds on previous knowledge about links between cognitive empathy, affective empathy, and cyberbullying, among others. For an evaluation study, longitudinal data were available from 722 high school students aged 11–17 years (M = 13.36, SD = 1.00, 51.8% female) before and six months after the implementation of the program. A 10-week version and a 1-day version were conducted and compared with a control group (controlled pre-long-term-follow-up study). Schools were asked to randomly assign their participating classes to the intervention conditions. Multi-group structural equation modeling (SEM) showed a significant effect of the short intervention on cognitive empathy and significant effects of the long intervention on affective empathy and cyberbullying reduction. The results suggest the long-term intervention to be more effective in reducing cyberbullying and promoting affective empathy. Without any intervention, cyberbullying increased and affective empathy decreased across the study period. Empathy change was not generally directly linked to change in cyberbullying behavior. “Media Heroes” provides effective teaching materials and empowers schools to address the important topic of cyberbullying in classroom settings without costly support from the outside. Aggr. Behav. 42:147–156, 2016. © 2015 Wiley Periodicals, Inc.",2016,7/2/2022 18:19,7/2/2022 18:19,5/19/2022 15:44,147-156,,2,42,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/ab.21613,,/Users/nicolapoppy/Zotero/storage/FESSSPX9/Schultze-Krumbholz et al_2016_Feeling cybervictims’ pain—The effect of empathy training on cyberbullying.pdf; /Users/nicolapoppy/Zotero/storage/UFF9WSEH/ab.html,,,empathy; cyberbullying; Medienhelden; program evaluation; school-based prevention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM8TR8XD,journalArticle,2013,"Schmelzing, Stephan; van Driel, Jan H.; Jüttner, Melanie; Brandenbusch, Stefanie; Sandmann, Angela; Neuhaus, Birgit J.","DEVELOPMENT, EVALUATION, AND VALIDATION OF A PAPER-AND-PENCIL TEST FOR MEASURING TWO COMPONENTS OF BIOLOGY TEACHERS’ PEDAGOGICAL CONTENT KNOWLEDGE CONCERNING THE “CARDIOVASCULAR SYSTEM”",International Journal of Science and Mathematics Education,,1573-1774,10.1007/s10763-012-9384-6,https://doi.org/10.1007/s10763-012-9384-6,"One main focus of teacher education research concentrates on teachers’ pedagogical content knowledge (PCK). It has been shown that teachers’ PCK correlates with teaching effectiveness as well as with students’ achievement gains. Teachers’ PCK should be analyzed as one of the main important components to evaluate professional development programs. On this account, it is necessary to develop standardized measures of biology teachers’ topic-specific PCK that are labor-efficient. This paper presents a study on the development, evaluation, and validation of a paper-and-pencil test to measure biology teachers’ declarative PCK on the topic of blood and the human cardiovascular system. The development of the test was based, among other considerations, on a review of research literature on PCK and an analysis of 50 videotaped biology lessons. The final test instrument was comprised of 15 items distributed across 2 scales. The findings of the main study—with 93 preservice and in-service biology teachers and 12 biologists—confirmed that this measure of biology teachers’ declarative PCK was reliable, objective, and valid. In-service biology teachers scored higher on the test than preservice teachers (effect size Cohen’s d, 0.65) on one hand and, also, than biologists (Cohen’s d, 1.00) on the other hand. Future versions of this test should explore enlarging the scales and measuring procedural aspects of PCK.",12/1/2013,7/2/2022 18:19,7/2/2022 18:19,5/19/2022 23:15,1369-1390,,6,11,,Int J of Sci and Math Educ,,,,,,,,en,,,,,Springer Link,,,,"/Users/nicolapoppy/Zotero/storage/V2VLJ9XR/Schmelzing et al_2013_DEVELOPMENT, EVALUATION, AND VALIDATION OF A PAPER-AND-PENCIL TEST FOR.pdf",,,teacher knowledge; pedagogical content knowledge; teacher assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A9NRJ3QB,journalArticle,2017,"Scherer, Ronny; Tondeur, Jo; Siddiq, Fazilat","On the quest for validity: Testing the factor structure and measurement invariance of the technology-dimensions in the Technological, Pedagogical, and Content Knowledge (TPACK) model",Computers & Education,,0360-1315,10.1016/j.compedu.2017.04.012,https://www.sciencedirect.com/science/article/pii/S0360131517300957,"The Technological, Pedagogical, and Content Knowledge (TPACK) framework – a framework which proposes a set of knowledge domains that are essential for effective teaching with technology – has gained considerable attention in the domain of education and technology. With the efforts to conceptualize these knowledge domains comes the question to what extent they can be distinguished empirically. Hence, the present study examines a measure that assesses pre-service teachers' self-efficacy in the technology-related TPACK dimensions (“T-dimensions”). In pursuit of crafting a validity argument, we investigated its factor structure and tested it for measurement invariance across gender and educational tracks, two subgroups that may indicate considerable differences. By means of multi-group confirmatory factor analysis, the data of N = 665 pre-service teachers in 18 teacher training institutions in Flanders (Belgium) revealed a nested factor structure of the TPACK measure, which comprised a general factor and a specific factor of pre-service teachers’ technological knowledge. This factor structure was fully invariant across gender and educational tracks. Mean differences between educational tracks did not occur; yet, substantial differences were found across gender in favor of male pre-service teachers. This study sheds light on critical aspects of crafting a validity argument for the measurement of the T-dimensions in the TPACK framework and reports relevant subgroup differences.",9/1/2017,7/2/2022 18:19,7/2/2022 18:19,5/19/2022 16:06,17-Jan,,,112,,Computers & Education,On the quest for validity,,,,,,,en,,,,,ScienceDirect,,,,/Users/nicolapoppy/Zotero/storage/2LHEYBAB/Scherer et al_2017_On the quest for validity.pdf; /Users/nicolapoppy/Zotero/storage/FTWUGQZE/S0360131517300957.html,,,"Gender differences; Teacher education; Measurement invariance; Validity; Technological, pedagogical, and content knowledge (TPACK)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W8WDJ7M9,journalArticle,2012,"Sass, Tim R.; Hannaway, Jane; Xu, Zeyu; Figlio, David N.; Feng, Li",Value added of teachers in high-poverty schools and lower poverty schools,Journal of Urban Economics,,0094-1190,10.1016/j.jue.2012.04.004,https://www.sciencedirect.com/science/article/pii/S0094119012000216,"Using student-level microdata from 2000–2001 to 2004–2005 from Florida and North Carolina, we compare the effectiveness of teachers in schools serving primarily students from low-income families (>70% free-and-reduced-price-lunch students) with teachers in schools serving more advantaged students. The results show that the average effectiveness of teachers in high poverty schools is in general less than teachers in other schools and there is significantly greater variation in teacher quality among high poverty schools. These differences are largely driven by less productive teachers at the bottom of the teacher effectiveness distribution in high-poverty schools. The bulk of the quality differential is due to differences in the unmeasured characteristics of teachers. We find that the gain in productivity to more experienced teachers from additional experience is much stronger in lower-poverty schools. The lower return to experience in high-poverty schools does not appear to be a result of differences in the quality of teachers who leave teaching or who switch schools, however. Our findings suggest that measures that induce highly effective teachers to move to high-poverty schools and which promote an environment in which teachers’ skills will improve over time are more likely to be successful.",9/1/2012,7/2/2022 18:19,7/2/2022 18:19,5/20/2022 0:05,104-122,,2,72,,Journal of Urban Economics,,,,,,,,en,,,,,ScienceDirect,,,,/Users/nicolapoppy/Zotero/storage/Q283FFR2/Sass et al_2012_Value added of teachers in high-poverty schools and lower poverty schools.pdf; /Users/nicolapoppy/Zotero/storage/22ZTNIFK/S0094119012000216.html,,,Education; Teacher quality; High-poverty schools; Student achievement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K56TCLRF,journalArticle,2013,"Samia, Hoda; Khan, Sadaf; Lawrence, Justin; Delaney, Conor P.",Simulation and Its Role in Training,Clinics in Colon and Rectal Surgery,,"1531-0043, 1530-9681",10.1055/s-0033-1333661,http://www.thieme-connect.de/DOI/DOI?10.1055/s-0033-1333661,"Despite its short history, surgical simulation has been successfully introduced into surgical residency programs in an effort to augment training. A wide range of simulator types and levels of complexity have proven an effective teaching method for surgical trainees. They have been used for training in areas such as general surgery, urology, gynecology, and ophthalmology among others. Coincident with the introduction of simulators is the need for objective evaluation of skills learned on them, which has led to the development and validation of multiple evaluation tools. This article evaluates the drivers for simulation, types of simulators, training, and evaluation of them especially as it pertains to laparoscopic colorectal surgery.",2013-03,7/2/2022 18:19,7/2/2022 18:19,5/19/2022 16:03,47-55,,1,26,,Clin Colon Rectal Surg,,,,,,,,en,"Thieme Medical Publishers 333 Seventh Avenue, New York, NY 10001, USA.",,,,www.thieme-connect.com,,Publisher: Thieme Medical Publishers,,/Users/nicolapoppy/Zotero/storage/MS3MTYH2/Samia et al_2013_Simulation and Its Role in Training.pdf; /Users/nicolapoppy/Zotero/storage/RDL3Q42L/s-0033-1333661.html,,,education; laparoscopic colorectal surgery; simulator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZFXPG25,journalArticle,2017,"Rui, Zeng; Lian-rui, Xiang; Rong-zheng, Yue; Jing, Zeng; Xue-hong, Wan; Chuan, Zuo",Friend or Foe? Flipped Classroom for Undergraduate Electrocardiogram Learning: a Randomized Controlled Study,BMC Medical Education,,1472-6920,10.1186/s12909-017-0881-8,https://doi.org/10.1186/s12909-017-0881-8,"Interpreting an electrocardiogram (ECG) is not only one of the most important parts of clinical diagnostics but also one of the most difficult topics to teach and learn. In order to enable medical students to master ECG interpretation skills in a limited teaching period, the flipped teaching method has been recommended by previous research to improve teaching effect on undergraduate ECG learning.",3/7/2017,7/2/2022 18:19,7/2/2022 18:19,5/19/2022 15:55,53,,1,17,,BMC Medical Education,Friend or Foe?,,,,,,,,,,,,BioMed Central,,,,/Users/nicolapoppy/Zotero/storage/5SMG4QLL/Rui et al_2017_Friend or Foe.pdf,,,"Medical education; Flipped classroom; Lecture-based learning, Electrocardiogram learning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
